section_one,section_two,label
The final will be at the new Home Depot Center in Carson on Oct. 12 .,"Williams recently toured the new soccer-specific Home Depot Center in Carson , Calif .",0
"WorldCom 's financial troubles came to light last year and the company subsequently filed for bankruptcy in July , 2002 .","WorldCom 's problems came to light last year , and the company filed for the largest bankruptcy in US history in July 2002 , citing massive accounting irregularities .",0
"The vulnerability affects NT 4.0 , NT 4.0 Terminal Services Edition , Windows 2000 , Windows XP and Windows Server 2003 .","They said it affects all default installations of Windows 2000 , Windows XP and Windows 2003 Server .",0
"Rep. Peter Deutsch , D-Fla . , criticized the FDA 's efforts in Florida .","Peter Deutsch , D-Fla . , said he wanted to congratulate the FDA .",0
"The civilian unemployment rate improved marginally last month - sliding down to 6.1 percent - as companies slashed payrolls by 93,000 .","The civilian unemployment rate improved marginally last month _ sliding down to 6.1 percent _ as companies slashed payrolls by 93,000 amid continuing mixed signals about the nation 's economic health .",0
Vanderpool said the gunmen were retaliating because the other group had taken the smugglers ' human cargo earlier .,"One group had taken the other group 's human cargo earlier , he said .",0
"At a hearing before U.S. District Judge Miriam Goldman Cedarbaum , she was released without bail until her next court appearance June 19 .","She was booked out of view of the media , then released without bail until her next court appearance June 19 .",0
"It says the intervention force will confiscate weapons , reform the police , strengthen the courts and prison system and protect key institutions such as the Finance Ministry .","It will also help reform the Royal Solomon Islands Police , strengthen the courts and prisons system and protect key institutions such as the Finance Ministry from intimidation .",0
The Fed afterglow lingered well into Wednesday and enhanced demand for the second installment of a massive U.S. Treasury refunding -- $ 18 billion in five-year notes .,"In the second installment of a three-legged , record $ 58 billion refunding , the U.S. Treasury is slated to sell $ 18 billion in five-year notes on Wednesday .",0
The festival kicked off yesterday one day after the Competition Commission delivered its final verdict to the Government on the proposed £ 4.1 billion merger .,"The Competition Commission delivered its verdict yesterday on the proposed merger of the two big ITV players , Carlton and Granada .",0
"Aileen Boyle , a Simon & Schuster spokeswoman , declined to comment on any potential legal action .",Simon & Schuster declined comment on the potential lawsuit and would not confirm the contents of the story .,0
""" I feel confident saying that HP is no longer an integration story , "" Fiorina said .",""" We still have a lot to do , but I feel confident that HP is no longer an integration story . """,0
"Making jokes about a mistake like that , that 's not something good people do .",""" They feel so happy making jokes about a mistake like that , "" Sosa said .",0
House Democrats renewed their push Wednesday for a deeper investigation into the handling of intelligence on Iraq 's weapons program .,Harman sought to strike a balance as some Democrats pushed for deeper investigations into intelligence on Iraq 's weapons programs .,0
"The woman was hospitalized June 15 , Kansas health officials said .",Missouri health officials said he had not been hospitalized and is recovering .,0
"The lawyer representing Torch Concepts , Rich Marsden did not respond to repeated phone calls .",Officials with Torch and JetBlue did not respond to repeated phone calls from the Mercury News seeking comment .,0
The consensus among Wall Street analysts was for a loss of 28 cents a share .,Analysts surveyed by First Call were expecting sales of $ 723 million and a loss of 28 cents a share .,0
"While a critical success , Luhrmann 's opulent production of the Puccini opera will end with losses of about $ US6 million ( $ A9.2 million ) .",Baz Luhrmann 's opulent version of the Puccini opera will fold June 29 after a disappointing seven-month run and losses of about $ 6 million .,0
"Sunnis make up 77 percent of Pakistan 's population , Shiites 20 percent .",About 80 percent of Pakistan 's 140 million people are Sunnis .,0
The report that cost Mr Forlong his career at Sky News was screened on 29 March .,The television report that cost Forlong his career at Sky News and his wife a husband was aired on March 29 .,0
"The 30-year bond US30YT = RR jumped 20 / 32 , taking its yield to 4.14 percent from 4.18 percent .",The 30-year bond US30YT = RR dipped 14 / 32 for a yield of 4.26 percent from 4.23 percent .,0
"When a mechanic found 33 pounds of marijuana in a secret compartment , Rodriguez agreed they should notify police , who then arrested him .","After a mechanic found 33 pounds of marijuana in a secret compartment , Rodriguez , who was at the auto shop , agreed they should notify police .",0
"If the deal is approved , EMC will operate Legato as a software division of EMC headquartered in Mountain View , Calif .",EMC intends to operate Legato as a software division of EMC from Legato 's current base in California .,0
The provision requires the secretary of Health and Human Services ( news - web sites ) to certify that the importations can be done safely and will be cost-effective .,But the measure also requires the secretary of health and human services to certify that the reimportation can be done safely .,0
"This means Berlusconi will be safe from prosecution until he leaves elected office , scheduled for 2006 .","This means Berlusconi will be safe from prosecution until his term ends in 2006 , unless his government falls before then .",0
"They found no blood and no bones , he said .","No one has found blood , bones or any other trace of the child .",0
"Adults , who were shy as toddlers , had stronger brain activity in a part of the brain associated with coyness .","When shown pictures of unfamiliar faces , adults who were shy toddlers showed a relatively high level of activity in a part of the brain called the amygdala .",0
"The center 's president , Joseph Torsella , was struck on the head but was able to walk to an ambulance .",National Constitution Center President Joseph Torsella was hit in the head and knocked to his knees .,0
"In recent years , he served on the faculty of the Manhattan School of Music .",Mr. Istomin was on the piano faculty of the Manhattan School of Music and participated in Professional Training Workshops at Carnegie Hall .,0
Cohen recessed the hearing until this afternoon and said he expected to issue his findings next week .,"After a day of testimony , Cohen recessed the hearing until this afternoon .",0
"Violence persisted , with a U.S. soldier killed early Saturday while guarding a bank in west Baghdad .","A U.S. soldier was killed in the early hours Saturday while guarding a bank in west Baghdad , and another American serviceman died Friday .",0
